id,alamat,kelurahan_id,no_tps
2738,Simo Pomahan Baru RT 1 RW V,110,TPS 22
2739,Simo Pomahan Baru RT 2 RW V,110,TPS 23
2740,Simo Pomahan Baru RT 3 RW V,110,TPS 24
2741,Simo Pomahan Baru RT 5 RW V,110,TPS 25
2742,Simo Pomahan Baru Timur RT 8 RW V,110,TPS 26
2743,Simo Pomahan Baru RT 9 RW V,110,TPS 27
2744,Simo Pomahan Baru Barat GG 6 RW V,110,TPS 28
2745,Simo Pomahan Baru Gg 3 RW V,110,TPS 29
2746,Simo Pomahan Baru Barat RT 11 RW V,110,TPS 30
2747,Simo Pomahan Baru Sawah 1/55 RT 10 RW V,110,TPS 31
2748,Simorejo Sari A - 7 RW 06,110,TPS 32
2749,Simorejo Sari A - 5 RW 06,110,TPS 33
2750, Simo Rejo Sari A gang 7 RW 06,110,TPS 34
2751, Simo Rejo Sari A Balai RW 6,110,TPS 35
2752,Simo Rejo Sari B gang 7 RW 7,110,TPS 36
2753, Simo Rejo Sari B gang 9 no.26,110,TPS 37
2754,,110,TPS 38
2755,Simorejo Sari B gang 10 RW 7,110,TPS 39
2756, Simo Rejo Sari B gang 13 (Balai RW 7),110,TPS 40
2757, Simo Rejo Sari B gang 14 RW 07,110,TPS 41
2758,Simo Pronajaya 1/25 RT 01 RW 8,110,TPS 42
2759, Depan Balai RT 2 RW VIII,110,TPS 43
2760,Simo Pronajaya 2 RT 3 RW 8,110,TPS 44
2761,Simo Gunung Barat Tol RT 4 RW 8,110,TPS 45
2762,Simo Gunung Barat Tol 2A Pos RT 5 RW 8,110,TPS 46
2763, Simo Gunung Barat Tol gang 2 (Lapangan Pos RT 6) RW 08,110,TPS 47
2764,Simo Gunung Barat Tol 1 dpn TPA Nurul Hidayah RW 08,110,TPS 48
2765,Simo Tambaan RT 2 RW 9,110,TPS 49
2766,Simo Tambaan SD Komplek RT 3 RW 9,110,TPS 50
2767,Simo Tambaan 56 RW 9,110,TPS 51
2768,Simo Jawar 5A-1/14 RT 10 RW10,110,TPS 52
2769,SIMO MAGEREJO III,111,TPS 1
2770,SIMO MAGEREJO VIII,111,TPS 2
2771,SIMO MAGEREJO TENGAH,111,TPS 3
2772,SIMO MAGERJO BARAT,111,TPS 4
2773,SIMOREJO I,111,TPS 5
2774,SIMOREJO II,111,TPS 6
2775,SIMOREJO 35,111,TPS 7
2776,SIMOREJO VIII,111,TPS 8
2777,SIMOREJO IX,111,TPS 9
2778,SIMOREJO IX,111,TPS 10
2779,SIMOREJO XXV,111,TPS 11
2780,SIMOREJO XXXIV,111,TPS 12
2781,SIMOREJO XXXVII,111,TPS 13
2782,SIMOREJO XX,111,TPS 14
2783,SIMOREJO TIMUR II,111,TPS 15
2784,SIMOREJO TIMUR X,111,TPS 16
2785,GUMUK GALENG,111,TPS 17
2786,SIMO RUKUN II,111,TPS 18
2787,SIMO RUKUN IV,111,TPS 19
2788,SIMO RUKUN VI,111,TPS 20
2789,SIMO RUKUN IX,111,TPS 21
2790,SIMO GUNUNG BARAT I,111,TPS 22
2791,SIMO GUNUNG BARAT II,111,TPS 23
2792,SIMO GUNUNG BARAT III,111,TPS 24
2793,SIMO MAGERSARI II,111,TPS 25
2794,SIMO KALANGAN 1 / 60,111,TPS 26
2795,SIMO KALANGAN I / 120,111,TPS 27
2796,SIMO KALANGAN TROW,111,TPS 28
2797,SIMO KALANGAN 31,111,TPS 29
2798,SIMO KALANGAN BARU II,111,TPS 30
2799,PUTAT GEDE BARAT 2,112,TPS 1
2800,GEDUNG SDN PUTAT GEDE,112,TPS 2
2801,BALAI RW 01,112,TPS 3
2802,PUTAT GEDE TIMUR 3,112,TPS 4
2803,PUTAT GEDE TIMUR 4,112,TPS 5
2804,PUTAT GEDE TIMUR 4,112,TPS 6
2805,TAMAN DARMO PERMAI TIMUR,112,TPS 7
2806,BALAI RT 02 RW 04,112,TPS 8
2807,PUTAT GEDE INDAH,112,TPS 9
2808,BALAI RW 03,112,TPS 10
2809,BALAI RW.01 DPU,113,TPS 1
2810,DARMO PERMAI UTARA 8,113,TPS 2
2811,TAMAN DPU - 1,113,TPS 3
2812,TANJUNGSARI 3 - RT.03,113,TPS 4
2813,TANJUNGSARI 3 - RT.04,113,TPS 5
2814,TS INDAH (BALAI BERSAMA),113,TPS 6
2815,TANJUNGSARI 4 - RT.09,113,TPS 7
2816,LAPANGAN BALAI RW.02,113,TPS 8
2817,TANJUNGSARI 5 - RT.07,113,TPS 9
2818,TANJUNGSARI JAYA 2 - RT.08,113,TPS 10
2819,TANJUNGSARI JAYA 5 - RT.09,113,TPS 11
2820,TANJUNGSARI BARU 1,113,TPS 12
2821,BALAI RW.03,113,TPS 13
2822,SATELIT UTARA BLOK CT,113,TPS 14
2823,SATELIT INDAH BLOK LN,113,TPS 15
2824,JALAN SATELIT BARAT,113,TPS 16
2825,BALAI RW.04,113,TPS 17
2826,LAPANGAN EKSEKUTIF RW.04,113,TPS 18
2827,Darmo Permai Timur I (Ujung Barat Tanah Kosong),114,TPS 1
2828,Darmo Permai Timur V (GOR Bulu tangkis),114,TPS 2
2829,Sonorejo (Balai RT. 05 - RW.01),114,TPS 3
2830,Balai RW.II  (Darmo Baru Barat VI),114,TPS 4
2831,Balai RW.II  (Darmo Baru Barat VI),114,TPS 5
2832,Sona Indah IV (Balai RW.III),114,TPS 6
2833,Sono Indah V  (Gedung TPA),114,TPS 7
2834,Balai RW.IV  (Darmo Baru Timur II),114,TPS 8
2835,Ry Kupang Baru (Kampus IBMT),114,TPS 9
2836,Kupang Baru III (Punden Sonokwijenan),114,TPS 10
2837,Kupang jaya I  (Lapangan Ujung Barat),114,TPS 11
2838,Ry. Kupang Jaya (Depen Sekolah Kalam Kudus),114,TPS 12
2839,TAMAN DELIMA RW I,115,TPS 1
2840,JL.MUNDU ( DEPAN BALAI  RW.I ),115,TPS 2
2841,JL. NANGKA KIDUL (DEPAN BALAI RW. II ),115,TPS 3
2842,JL. MUNDU (HALAMAN JL.SEKOLAHAN),115,TPS 4
2843,JL. KARANGGAYAM,115,TPS 5
2844,JL.JAGIRAN GANG .1/30,115,TPS 6
2845,JL.JAGIRAN GANG. 1/69,115,TPS 7
2846,JL. JAGIRAN 2,115,TPS 8
2847,JL.JAGIRAN GANG. 3/6,115,TPS 9
2848,JL. JAGIRAN GANG. 4/5,115,TPS 10
2849,JL.JAGIRAN GANG 5 HALAMAN BALAI RW,115,TPS 11
2850,JL.JAGIRAN BARATGANG KUBURAN NO.2,115,TPS 12
2851,AMBENGAN BATU TENGAH NO.2,115,TPS 13
2852,AMBENGAN BATU GANG 3/18,115,TPS 14
2853,AMBENGAN BATU DEPAN BALAI RW IV,115,TPS 15
2854,AMBENGAN BATU  GANG 6,115,TPS 16
2855,AMBENGAN BATU  DKA,115,TPS 17
2856,AMBENGAN BATU  DEPAN SEKOLAH TK,115,TPS 18
2857,NGAGLIK DKA TIMUR  ( BALAI RW V ),115,TPS 19
2858,JALAN KARANGGAYAM,115,TPS 20
2859,JALAN KARANGGAYAM,115,TPS 21
2860,JALAN KARANGGAYAM,115,TPS 22
2861,JALAN KARANGGAYAM,115,TPS 23
2862,JALAN KARANGGAYAM,115,TPS 24
2863,DHARMA RAKYAT (DEPAN BALAI RW.VIII),115,TPS 25
2864,KARANGGAYAM GANG. 1,115,TPS 26
2865,KARANGGAYAM GANG. 3,115,TPS 27
2866,KARANGGAYAM KUBURAN /SEKOLAH TK,115,TPS 28
2867,JL. BOGEN BARU,116,TPS 1
2868,JL. TAMBAKSARI II/38,116,TPS 2
2869,BOGEN 1 A,116,TPS 3
2870,KRAMPUNG I/16,116,TPS 4
2871,KRAMPUNG II/9,116,TPS 5
2872,KRAMPUNG II/28,116,TPS 6
2873,BOGEN KRAJAN 23,116,TPS 7
2874,BOGEN IV/5 ,116,TPS 8
2875,BOGEN II/4,116,TPS 9
2876,BOGEN II,116,TPS 10
2877,BOGEN III/6 A,116,TPS 11
2878,BOGEN I/DR CHOLIL,116,TPS 12
2879,BOGEN I/31,116,TPS 13
2880,PLOSO I/9,116,TPS 14
2881,PLOSO II/,116,TPS 15
2882,PLOSO III/30,116,TPS 16
2883,PLOSO IV ,116,TPS 17
2884,PLOSO V/32,116,TPS 18
2885,PLOSO VI/16-18,116,TPS 19
2886,PLOSO VII/20 D,116,TPS 20
2887,PLOSO VIII,116,TPS 21
2888,PLOSO IX/18,116,TPS 22
2889,PLOSO X/28,116,TPS 23
2890,PLOSO XI/6,116,TPS 24
2891,PLOSO I/87,116,TPS 25
2892,DEPAN JL. SCORPIO 23,116,TPS 26
2893,JL. LIBRA 4,116,TPS 27
2894,JL LEO 2,116,TPS 28
2895,KARANG EMPAT BESAR 12,116,TPS 29
2896,KARANG EMPAT IX,116,TPS 30
2897,KARANG EMPAT X,116,TPS 31
2898,KARANG EMPAT XI/47,116,TPS 32
2899,KARANG EMPAT BESAR 243,116,TPS 33
2900,KARANG EMPAT XII PINTU BLK,116,TPS 34
2901,JL KARANG ASEM V B,116,TPS 35
2902,JL KARANG ASEM XII A,116,TPS 36
2903,JL KARANG ASEM XII/7,116,TPS 37
2904,JL KARANG ASEM,116,TPS 38
2905,JL PLOSO BARU 165,116,TPS 39
2906,PLOSO TIMUR V/130,116,TPS 40
2907,PLOSO TIMUR VI /108 ,116,TPS 41
2908,PLOSO TIMUR VIII ,116,TPS 42
2909,PLOSO TIMUR X/1,116,TPS 43
2910,BRONGGALAN II/17,116,TPS 44
2911,PLOSO TIMUR I B/8,116,TPS 45
2912,PLOSO TIMUR I/97,116,TPS 46
2913,PLOSO TIMUR III/7 B,116,TPS 47
2914,KARANG ASEM I,116,TPS 48
2915,JL. RANGKAH 7/24 SURABAYA,117,TPS 1
2916,JL. RANGKAH 7/56 SURABAYA,117,TPS 2
2917,JL. RANGKAH 7/59 SURABAYA,117,TPS 3
2918,JL. RANGKAH 7/112 SURABAYA,117,TPS 4
2919,JL. RANGKAH 6/57 SURABAYA,117,TPS 5
2920,JL. RANGKAH 6/50 SURABAYA,117,TPS 6
2921,JL. RANGKAH 6/5 SURABAYA,117,TPS 7
2922,JL. RANGKAH 6/101 SURABAYA,117,TPS 8
2923,JL. PUTROAGUNG 2/25 SURABAYA,117,TPS 9
2924,JL. PUTROAGUNG 3/18 SURABAYA,117,TPS 10
2925,JL. ALUN-ALUN RANGKAH NO. 23 SURABAYA,117,TPS 11
2926,"SD BUDI YAKIN, JL. RANGKAH 5 SURABAYA",117,TPS 12
2927,JL. RANGKAH 3/15 SURABAYA,117,TPS 13
2928,JL. RANGKAH 5/18 SURABAYA,117,TPS 14
2929,JL. RANGKAH 2/85 SURABAYA,117,TPS 15
2930,JL. RANGKAH BUNTU 2/37 SURABAYA,117,TPS 16
2931,JL. RANGKAH BUNTU 2/8 SURABAYA,117,TPS 17
2932,JL. RANGKAH BUNTU 1/37 SURABAYA,117,TPS 18
2933,JL. RANGKAH 1/72 SURABAYA,117,TPS 19
2934,"TK AISIYAH, JL. TAMBAK SEGARAN WETAN SURABAYA",117,TPS 20
2935,JL. TAMBAK SEGARAN WETAN 1 SURABAYA,117,TPS 21
2936,JL. TAMBAK SEGARAN WETAN NO. 68 SURABAYA,117,TPS 22
2937,SD MUHAMMADIYAH 3 SURABAYA,117,TPS 23
2938,JL. RANGKAH REJO 1 SURABAYA,117,TPS 24
2939,JL. TAMBAK SEGARAN 94 SURABAYA,117,TPS 25
2940, KAPAS MADYA  2-A,118,TPS 1
2941, KAPAS MADYA  2-D  (BALAI RW.I),118,TPS 2
2942, KAPAS MADYA BARAT 7,118,TPS 3
2943, KAPAS MADYA  2-H,118,TPS 4
2944, KAPAS MADYA  3-A,118,TPS 5
2945, KAPAS MADYA  3-E,118,TPS 6
2946, KAPAS MADYA BARAT 9,118,TPS 7
2947, KAPAS MADYA  4-B  (4 RAYA),118,TPS 8
2948, KAPAS MADYA  4-D,118,TPS 9
2949, KAPAS MADYA  4-F,118,TPS 10
2950, KAPAS MADYA  4-H,118,TPS 11
2951, KAPAS MADYA  4-I,118,TPS 12
2952, KAPAS MADYA  4-K  (BALAI RW.II),118,TPS 13
2953, KAPAS MADYA  4-M,118,TPS 14
2954, KAPAS MADYA  4-O,118,TPS 15
2955, KAPAS MADYA  6  (SELATAN),118,TPS 16
2956, KAPAS MADYA  6 /166  (UTARA),118,TPS 17
2957, KAPAS MADYA  1-A  (BALAI RT),118,TPS 18
2958, KAPAS MADYA  1-B/72,118,TPS 19
2959, KAPAS MADYA  1-C,118,TPS 20
2960, KAPAS MADYA  1-D  (BALAI RT),118,TPS 21
2961, KAPAS MADYA  1-E   (TK. HASANAH),118,TPS 22
2962, KAPAS MADYA  1-F/59,118,TPS 23
2963, KAPAS MADYA  1-G/50,118,TPS 24
2964, TUWOWO  1/2  (BALAI RW.IV),118,TPS 25
2965, TUWOWO  2  (POS RT.5),118,TPS 26
2966, TUWOWO  3  (POS RT.6),118,TPS 27
2967, TUWOWO  3-A  (POS RT.9),118,TPS 28
2968, TUWOWO REJO  7/1  (BALAI RT.11),118,TPS 29
2969, TUWOWO REJO  6/4,118,TPS 30
2970, KAPAS LOR WETAN  2/71,118,TPS 31
2971, KAPAS LOR WETAN  6/11,118,TPS 32
2972, KAPAS LOR WETAN  6/11,118,TPS 33
2973, KAPAS LOR  1/14-B  ,118,TPS 34
2974, KAPAS LOR  2-A  (BALAI RW.VI),118,TPS 35
2975, KAPAS LOR  2-D/15,118,TPS 36
2976, KAPAS LOR  2/27,118,TPS 37
2977,,118,TPS 38
2978, KAPAS BARU  1/23  (BALAI RW.VII),118,TPS 39
2979, KAPAS BARU  1/88,118,TPS 40
2980, KAPAS BARU  2/47,118,TPS 41
2981, KAPAS BARU  3/51,118,TPS 42
2982, KAPAS BARU  4  (GEDUNG SERBA GUNA),118,TPS 43
2983, KAPAS BARU  5/60  (SD. NURUL ISLAM),118,TPS 44
2984, KAPAS BARU  4  (GEDUNG SERBA GUNA),118,TPS 45
2985, KAPAS BARU  7  (BALAI RT. 10) ,118,TPS 46
2986, KAPAS BARU  9 ,118,TPS 47
2987, KAPAS BARU  6/44,118,TPS 48
2988, KAPAS BARU  10/27,118,TPS 49
2989, KAPAS BARU  11/10,118,TPS 50
2990, KAPAS BARU  8  (PEREMPATAN),118,TPS 51
2991, KAPAS BARU  10/118,118,TPS 52
2992, JL. KAPAS JAYA No.20,118,TPS 53
2993,KAPAS GADING MADYA 2-A,119,TPS 1
2994,"TK "" ATTIBYAN "" Jl. KAPAS GADING MADYA I/23",119,TPS 2
2995,JL. KAPAS GADING MADYA gg 3C,119,TPS 3
2996,Jl. KAPAS GADING MADYA gg 4,119,TPS 4
2997,Jl. DUKUH SETRO GG 4,119,TPS 5
2998,Jl. DUKUH SETRO GG 6,119,TPS 6
2999,Jl. DUKUH SETRO GG 10,119,TPS 7
3000,DUKUH SETRO RAWASAN ( DEPAN BALAI RT 9 ),119,TPS 8
3001,Jl. DUKUH SETRO RAWASAN GG 7,119,TPS 9
3002,Jl. SETRO BARU GG II,119,TPS 10
3003,Jl. SETRO BARU GG 4,119,TPS 11
3004,Jl. SETRO BARU UTARA GG II,119,TPS 12
3005,Jl. SETRO BARU UTARA GG 4,119,TPS 13
3006,Jl. SETRO BARU UTARA GG 5,119,TPS 14
3007,Jl. SETRO BARU UTARA GG 7,119,TPS 15
3008,Jl. SETRO BARU GG 6,119,TPS 16
3009,Jl. SETRO BARU GG 10,119,TPS 17
3010,Jl. SETRO BARU UTARA GG 8,119,TPS 18
3011,Jl. SETRO BARU UTARA GG 15,119,TPS 19
3012,Jl. LEBAK JAYA  5A RAWASAN ( SEBELAH TIMUR BALAI RW V ),119,TPS 20
3013,Jl. LEBAK JAYA  UTARA RAWASAN ( SEBELAH BARAT RW V ),119,TPS 21
3014,Jl. LEBAK REJO UTARA GG 7,119,TPS 22
3015,Jl. LEBAK REJO UTARA GG 7 GG 4,119,TPS 23
3016,Jl. LEBAK INDAH UTARA GG V,119,TPS 24
3017,Jl. LEBAK INDAH UTARA GG I,119,TPS 25
3018,BALAI RW 7 (  LEBAK INDAH UTARA GG I ),119,TPS 26
3019,JL.LEBAK REJO.NO.107,120,TPS 1
3020,JL.LEBAK PERMAI 3/6-7,120,TPS 2
3021,LEBAK INDAH INDAH T-11,120,TPS 3
3022,LEBAK INDAH ASRI (LAP.PARKIR),120,TPS 4
3023,LEBAK TIMUR 7/2 (BALAI RW.10),120,TPS 5
3024,LEBAK TIMUR 3,120,TPS 6
3025,LEBAK TIMUR 1,120,TPS 7
3026,JLN.LEBO AGUNG 1,120,TPS 8
3027,LEBO AGUNG 2/2 (BALAI RW ),120,TPS 9
3028,LEBO AGUNG.3/16,120,TPS 10
3029,LEBO AGUNG 4,120,TPS 11
3030,LEBO AGUNG 4/9,120,TPS 12
3031,LEBO AGUNG 2,120,TPS 13
3032,JLN.LEBAK ARUM TENGAH DEPAN BALAI RW 9,120,TPS 14
3033,JLN.LEBAK ARUM TENGAH DEPAN BALAI RW 9,120,TPS 15
3034,JLN.LEBAK ARUM TENGAH DEPAN BALAI RW 9,120,TPS 16
3035,SEPANJANG JLN.LEBAK JAYA 3 TENGAH,120,TPS 17
3036,SEPANJANG JLN.LEBAK JAYA 3 TENGAH,120,TPS 18
3037,SEPANJANG JLN.LEBAK JAYA 3 TENGAH,120,TPS 19
3038,SEPANJANG JLN.LEBAK JAYA 3 TENGAH,120,TPS 20
3039,JLN.SETO 5 (BALAI RW.IV),120,TPS 21
3040,JLN.SETO 5  UTARA ,120,TPS 22
3041,JLN.LEBAK JAYA 2 UTARA ( BALAI RT.003 ),120,TPS 23
3042,JLN.SETRO 2/14,120,TPS 24
3043,JLN.SETRO KECIL 8,120,TPS 25
3044,SETRO 5 /35,120,TPS 26
3045,JLN.SETRO 5/61,120,TPS 27
3046,JLN.SETRO 6 / 42,120,TPS 28
3047,GADING SEKOLAHAN 1/7,120,TPS 29
3048,GADING SEK. GANG BALAI (BALAI RW.06),120,TPS 30
3049,GADING 2,120,TPS 31
3050,GADING 1,120,TPS 32
3051,GADING KARYA 1 ( SDN GADING 4),120,TPS 33
3052,GADING KARYA 1 (BALAI RW.VII),120,TPS 34
3053,GADING KARYA 1 (BALAI RW.VII),120,TPS 35
3054,DUKUH SETRO.I TENGAH.,120,TPS 36
3055,DUKUH SETRO 5,120,TPS 37
3056,DUKUH SETRO 7,120,TPS 38
3057,DUKUH SETRO 11,120,TPS 39
3058,GERSIKAN IV/4,121,TPS 1
3059,GERSIKAN VI,121,TPS 2
3060,GERSIKAN III/8,121,TPS 3
3061,GERSIKAN I/14,121,TPS 4
3062,GERSIKAN II/14-C,121,TPS 5
3063,JEDONG 66,121,TPS 6
3064,JEDONG I/16,121,TPS 7
3065,JEDONG III/16,121,TPS 8
3066,ORO-ORO II/25,121,TPS 9
3067,KARANGGAYAM TERATAI 10,121,TPS 10
3068,RESIDEN SUDIRMAN 68,121,TPS 11
3069,PACARKELING I/31,121,TPS 12
3070,PACARKELING VI/8,121,TPS 13
3071,PACARKELING V,121,TPS 14
3072,JOLOTUNDO 61,121,TPS 15
3073,JOLOTUNDO BARU I TEMBUSAN,121,TPS 16
3074,GUBENG MASJID I,121,TPS 17
3075,GUBENG MASJID I/57,121,TPS 18
3076,GUBENG MASJID II/37,121,TPS 19
3077,GUBENG MASJID IV,121,TPS 20
3078,GUBENG MASJID V/19,121,TPS 21
3079,GUBENG MASJID V (DEPAN RT 8),121,TPS 22
3080,GUBENG MASJID VI/61,121,TPS 23
3081,LUNTAS 31,121,TPS 24
3082,KEDUNGSROKO TEGAL IV,121,TPS 25
3083,PACARKELING I,121,TPS 26
3084,PACARKELING II (DEPAN RT 2),121,TPS 27
3085,PACARKELING VII/15,121,TPS 28
3086,PACARKELING VI MASJID,121,TPS 29
3087,SAWENTAR 22,121,TPS 30
3088,PRAMBANAN 8,121,TPS 31
3089,PACARKELING I/23,121,TPS 32
3090,JL. DHARMAHUSADA II / 4-6 SURABYA,122,TPS 1
3091,KEDUNG SROKO 2 / 41,122,TPS 2
3092,JL. TAMBANGBOYO,122,TPS 3
3093,KEDUNG SROKO 6/15,122,TPS 4
3094,TAMBANGBOYO 68 BLK,122,TPS 5
3095,RW III Jl. KEDUNG TARUKAN,122,TPS 6
3096,TK TRI DHARMA BAKTI Jl. KEDUNG TARUKAN,122,TPS 7
3097,KEDUNG TARUKAN BUNTU NO. 19,122,TPS 8
3098,KEDUNG TARUKAN 5/49,122,TPS 9
3099,BALAI RT 7 KEDUNG TARUKAN 6,122,TPS 10
3100,KEDUNG SROKO 69,122,TPS 11
3101,KEDUNGTARUKAN 122,122,TPS 12
3102, KEDUNG TARUKAN WETAN (BALAI RW) ,122,TPS 13
3103,KALIKEPITING POMPA,122,TPS 14
3104,KALIKEPITING BAKTI 31/ 20,122,TPS 15
3105,KALIKEPITING 45,122,TPS 16
3106,KALIKEPITING 115,122,TPS 17
3107,KALIKEPITING BASKARA,122,TPS 18
3108,KALIKEPITING 159,122,TPS 19
3109,KALIKEPITING JAYA 2/61,122,TPS 20
3110,KALIKEPITING JAYA 4/20,122,TPS 21
3111,KALIKEPITING JAYA 5 / 55,122,TPS 22
3112,KALIKEPITING JAYA 8/1,122,TPS 23
3113,KALIKEPITING JAYA 9,122,TPS 24
3114,PACARKEMBANG N0. 77,122,TPS 25
3115,TAMBANGBOYO NO. 152,122,TPS 26
3116,PACARKEMBANG 2/35,122,TPS 27
3117,PACARKEMBANG 2 NO 58,122,TPS 28
3118,PACARKEMBANG 2 / 66-68,122,TPS 29
3119,PACARKEMBANG 2 NO 94,122,TPS 30
3120,PACARKEMBANG  8 / 25 (BALAI RW),122,TPS 31
3121,PACAR KEMBANG 3/74,122,TPS 32
3122,PACAR KEMBANG 3/47,122,TPS 33
3123,PACAR KEMBANG 3/27,122,TPS 34
3124,PACAR KEMBANG KITIRAN,122,TPS 35
3125,SDS MARDI PUTRA,122,TPS 36
3126,PACAR KEMBANG 5/ 19,122,TPS 37
3127,,122,TPS 38
3128,PACAR KEMBANG 5 / 51,122,TPS 39
3129,PACAR KEMBANG 11 / 01,122,TPS 40
3130,BRONGGALAN I,122,TPS 41
3131,BRONGGALAN SAWAH 3,122,TPS 42
3132,BRONGGALAN SAWAH 1,122,TPS 43
3133,BRONGGALAN SAWAH 4-J,122,TPS 44
3134,BRONGGALAN SAWAH 4-B,122,TPS 45
3135,BRONGGALAN SAWAH 6,122,TPS 46
3136,BRONGGALAN SAWAH 5A / 32-34,122,TPS 47
3137,BRONGGALAN SAWAH U / 45,122,TPS 48
3138,BRONGGALAN SAWAH 5 BARU NO. 2,122,TPS 49
3139,BALAI RT.7/RW9 BRONGGALAN SAWAH 4F/30,122,TPS 50
3140,BALAI  RT.09 BRONGGALAN SAWAH 4C,122,TPS 51
3141,BRONGGALAN SAWAH 4-A/RT 10,122,TPS 52
3142,BRONGGALAN SAWAH 4-G/33,122,TPS 53
3143,BRONGGALAN 2-A,122,TPS 54
3144,BRONGGALAN 2G,122,TPS 55
3145,PACARKEMBANG 5C/4,122,TPS 56
3146,TANDES KIDUL RT 01 RW 01,123,TPS 1
3147,BALAI RW I TANDES KIDUL GG.MAKAM,123,TPS 2
3148,TANDES KIDUL GG. SAWAH RT 01 RW 02,123,TPS 3
3149,TANDES KIDUL GG IV RT 02 RW 02,123,TPS 4
3150,TANDES KIDUL GG VI RT 03 RW 02,123,TPS 5
3151,BALAI RW IV DARMO INDAH BARAT,123,TPS 6
3152,BALAI RW V DARMO INDAH SELATAN,123,TPS 7
3153,BALAI RW VII DARMO HARAPAN INDAH,123,TPS 8
3154,BALAI RW III DARMO INDAH TIMUR,123,TPS 9
3155,BALAI RW VI DARMO INDAH TIMUR,123,TPS 10
3156,TANDES LOR GANG LEBAR RW VIII,123,TPS 11
3157,TANDES LOR GANG I RT 01  RW VIII,123,TPS 12
3158,GEDANG ASIN GG I RT 02 RW IX,123,TPS 13
3159,Jl. Karangpoh IV ( Balai RW 01 ),124,TPS 1
3160,Jl. Karangpoh VI (Balai RT 05 - RW 01 ),124,TPS 2
3161,Jl. Balongsari Utara ( Pos RT 01 - RW 02 ),124,TPS 3
3162,Jl. Balongsari Madya  ( Balai RW 02 ),124,TPS 4
3163,Jl. Darmo Indah Sari Blok BB ( Balai RW 03 ),124,TPS 5
3164,Jl. Darmo Indah Asri Blok AC ( Depan Balai RW 04 ),124,TPS 6
3165,Jl. Darmo Indah Selatan Blok H ( Balai RW 05 ),124,TPS 7
3166,Saritama Gotong Royong ( Poliklinik Gotong Royong ),124,TPS 8
3167,Jl. Gadel Sari Praja,124,TPS 9
3168,Jl. Gadel Sari Madya ( Balai RT 13 - RW 06 ),124,TPS 10
3169,Jl. Gadel Sari Tama Tengah,124,TPS 11
3170,Jl. Gadel Sari Tengah ( Balai RT 05 dan RT 06 ),124,TPS 12
3171,Jl. Gadel Sari Tama I   ( Balai RW 06 ),124,TPS 13
3172,Jl. Tubanan Baru Blok F,124,TPS 14
3173,Jl. Tubanan Baru  ( RA / TK Al-Ikhlas ),124,TPS 15
3174,Jl. Tubanan Baru II  ( Balai RW 08 ),124,TPS 16
3175,Jl. Raya Tubanan Indah 2,124,TPS 17
3176,Jl. Raya Tubanan Indah 2 Gg Punden,124,TPS 18
3177,Jl. Raya Tubanan Indah 1 Gg Mawar,124,TPS 19
3178,Jl. Balongsari Tama Utara Gg I,125,TPS 1
3179,Jl. Balongsari Tama Utara,125,TPS 2
3180,Jl. Balongsari Tama Dalam  Balai RW.1,125,TPS 3
3181,Jl. Balongsari Tama Barat Gg IV,125,TPS 4
3182,Jl. Balongsari Tama Barat Gg 8,125,TPS 5
3183,Jl. Balongsari Tama Sel  V  Balai RW. 3,125,TPS 6
3184,Jl. Balongsari Tama Sel Balai RT. 6  RW 3 Balai RT.,125,TPS 7
3185,Jl. Balongsari Tama Selatan ( Balai RW 6 ),125,TPS 8
3186,Jl. Balongsari  Tama Timur Balai RW.4,125,TPS 9
3187,Jl. Balongsari  Tama Timur  Blok 7-D,125,TPS 10
3188,Jl. Balongsari  Tama Timur Balai  RW. 5,125,TPS 11
3189,Jl. Balongsari Krajan II Balai RW. 7,125,TPS 12
3190,Jl. Balongsari Krajan I Balai RT. 4 RW 7 ( Balai RT 4 ),125,TPS 13
3191,BALAI RW 01   JL. SIKATAN  III,126,TPS 1
3192,LAPANGAN OLAH RAGA  JL.SIKATAN  XI,126,TPS 2
3193,SMPN 47  JL.SIKATAN LEBAR,126,TPS 3
3194,SDN.MANUKAN WETAN I  JL.SIKATAN 03 RW II,126,TPS 4
3195,LAPANGAN FUTSAL RW O2  JLN. SIKATAN IX,126,TPS 5
3196,LAPANGAN OLAHRAGA   MANUKAN MADYA RW III,126,TPS 6
3197,JL. BUNTARAN  III,126,TPS 7
3198,EXS. KANTOR KEL. BUNTARAN  JL. BUNTARAN I,126,TPS 8
3199,JL. BIBIS TAMA  III,126,TPS 9
3200,JL. BIBIS TAMA  16,126,TPS 10
3201,EXS.KANTOR KEL. BIBIS  JL. BIBIS TAMA  I / 2,126,TPS 11
3202,GEDUNG GRAHA NUSANTARA  JL. BIBIS TAMA 6,126,TPS 12
3203,Manukan Yoso I Balai RW I,127,TPS 1
3204,Manukan Yoso II/pasar,127,TPS 2
3205,Manukan Tengah Dpn SMA RT 07,127,TPS 3
3206,Manukan Loka RT 02,127,TPS 4
3207,Balai RW 02,127,TPS 5
3208,Manukan Bhakti I RT 01 RW 03,127,TPS 6
3209,Manukan Bhakti 4 Pos RT 04,127,TPS 7
3210,Manukan Bhakti RT 06 Pos RT 06,127,TPS 8
3211,Manukan Indah I ,127,TPS 9
3212,Jl. Manukan Indah 3 pertigaan,127,TPS 10
