kecamatan/_text,pemilih,pengguna_hak_pilih,perolehan_suara_1,perolehan_suara_2,suara_sah,suara_tidak_sah,total_suara,resources
TPS 14,525,171,40,124,164,7,171,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 15,482,217,30,186,216,1,217,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 16,441,182,25,151,176,6,182,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 17,564,311,81,225,306,5,311,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 18,571,356,157,190,347,9,356,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 19,525,296,122,164,286,10,296,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 20,503,285,121,161,282,3,285,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 21,745,355,59,291,350,5,355,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 22,547,228,9,217,226,2,228,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 23,560,235,15,218,233,2,235,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 24,416,163,6,157,163,0,163,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 25,593,256,13,241,254,2,256,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 1,571,346,30,312,342,4,346,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 2,473,338,13,317,330,8,338,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 3,466,0,16,313,329,3,332,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 4,577,321,46,270,316,5,321,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 5,431,267,27,234,261,6,267,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 6,674,360,44,302,346,14,360,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 7,508,290,24,260,284,6,290,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 8,437,229,27,201,228,1,229,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 9,456,245,49,191,240,5,245,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 10,513,253,0,0,249,4,253,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 11,495,268,23,242,265,3,268,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 12,548,268,40,226,266,2,268,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 13,569,285,30,253,283,2,285,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 14,523,305,31,267,298,7,305,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 15,549,311,38,272,310,1,311,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 16,505,260,36,216,252,8,260,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 17,467,257,52,200,252,5,257,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 18,532,286,55,225,280,6,286,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 19,536,224,33,183,216,8,224,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 20,517,212,46,158,204,8,212,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 21,513,276,42,227,269,7,276,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 22,518,300,33,261,294,6,300,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 23,254,254,34,217,251,3,254,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 24,518,268,51,211,262,6,268,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 25,262,262,41,213,254,8,262,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 26,374,231,45,180,225,6,231,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 27,349,175,43,128,171,4,175,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 28,486,258,4,210,254,4,258,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 29,467,238,44,189,233,5,238,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 30,396,227,38,182,220,7,227,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 31,489,271,35,225,260,11,271,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 32,521,344,42,294,336,8,344,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 33,589,318,34,279,313,0,318,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 34,491,257,32,223,255,2,257,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 35,586,228,37,184,221,7,228,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 36,522,287,32,248,280,7,287,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 37,545,258,45,209,254,4,258,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 38,528,249,36,209,245,4,249,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 39,533,330,64,259,323,7,330,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 40,509,326,39,285,324,2,326,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 41,591,289,48,237,285,4,289,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 42,553,287,40,246,286,1,287,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 43,551,309,56,243,299,10,309,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 44,519,234,49,179,228,6,234,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 45,574,279,47,224,271,8,279,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 46,527,267,41,220,261,6,267,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 47,624,360,60,293,353,7,360,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 48,584,299,36,252,288,11,299,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 49,394,213,49,157,207,6,213,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 50,483,265,44,219,263,2,265,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 51,483,251,39,206,245,6,251,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 52,519,260,49,201,250,10,260,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 53,520,317,37,274,311,6,317,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 54,589,289,40,243,283,6,289,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 55,541,307,42,260,302,5,307,https://pilkada2015.kpu.go.id/surabayakota/sawahan/banyu_urip
TPS 1,576,300,39,256,295,5,300,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 2,507,278,18,252,270,8,278,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 3,477,285,63,214,277,8,285,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 4,454,247,26,220,246,1,247,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 5,637,334,46,283,329,5,334,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 6,568,305,37,262,299,6,305,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 7,478,258,34,224,258,0,258,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 8,412,169,19,146,165,4,169,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 9,485,288,42,244,286,2,288,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 10,559,296,45,248,293,3,296,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 11,376,206,35,169,204,2,206,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 12,517,270,37,231,268,2,270,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 13,471,262,44,209,253,9,262,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 14,496,278,29,246,275,3,278,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 15,466,248,30,214,224,4,248,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 16,515,275,26,233,259,16,275,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 17,652,290,55,231,286,4,290,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 18,733,324,64,256,320,4,324,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 19,532,262,34,225,259,3,262,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 20,566,280,45,227,272,8,280,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 21,639,330,31,292,323,7,330,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 22,719,326,64,252,316,10,326,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 23,429,227,11,213,224,3,227,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 24,521,292,17,268,285,7,292,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 25,502,252,30,213,243,9,252,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 26,517,288,34,240,274,14,288,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 27,534,284,34,241,275,9,284,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 28,482,293,65,220,285,8,293,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 29,429,289,64,213,277,12,289,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 30,483,253,21,228,249,4,253,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 31,434,249,43,200,243,6,249,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 32,516,266,29,232,261,5,266,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 33,458,290,36,250,286,4,290,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 34,570,345,36,303,339,6,345,https://pilkada2015.kpu.go.id/surabayakota/sawahan/kupang_krajan
TPS 1,580,328,43,279,322,6,328,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 2,462,243,18,222,240,3,243,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 3,707,381,43,333,376,5,381,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 4,625,327,46,272,318,9,327,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 5,564,281,37,238,275,6,281,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 6,469,296,57,227,284,12,296,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 7,517,267,31,228,259,8,267,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 8,525,317,59,250,309,8,317,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 9,399,231,32,196,228,3,231,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 10,630,321,47,269,316,5,321,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 11,478,282,42,232,274,8,282,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 12,630,320,41,274,315,5,320,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 13,576,302,44,253,297,5,302,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 14,644,417,47,363,410,7,417,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 15,467,283,36,244,280,3,283,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 16,638,382,40,331,371,11,382,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 17,656,402,55,335,390,12,402,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 18,444,245,36,205,241,4,245,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 19,311,201,24,174,198,3,201,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 20,615,389,44,337,381,8,389,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 21,661,334,65,266,331,3,334,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 22,601,265,26,234,260,5,265,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 23,325,229,35,191,226,3,229,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 24,503,285,30,254,284,1,285,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 25,360,198,37,159,196,2,198,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 26,293,293,34,256,290,0,293,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 27,652,348,52,292,344,4,348,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 28,699,313,58,251,309,4,313,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 29,487,255,60,191,251,4,255,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 30,568,259,49,209,258,1,259,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 31,462,250,26,220,246,4,250,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 32,434,247,37,205,242,5,247,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 33,510,260,23,227,250,10,260,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 34,591,300,45,250,295,5,300,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 35,507,310,28,272,300,10,310,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 36,587,336,20,310,0,0,0,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 37,480,315,34,274,308,7,315,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 38,471,243,32,206,238,5,243,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 39,413,241,34,200,234,7,241,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 40,609,266,87,174,261,5,266,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 41,601,361,87,266,353,8,361,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 42,529,266,31,231,262,4,266,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 43,575,323,50,257,307,3,310,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 44,664,351,61,280,341,10,351,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 45,539,277,53,213,266,11,277,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 46,566,285,46,235,281,4,285,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 47,483,293,50,237,287,6,293,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 48,558,307,88,210,298,9,307,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 49,534,209,29,175,204,5,209,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 50,501,223,12,208,220,3,223,https://pilkada2015.kpu.go.id/surabayakota/sawahan/pakis
TPS 1,549,261,24,232,256,5,261,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 2,580,352,38,307,347,7,352,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 3,388,210,36,169,205,5,210,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 4,498,244,18,222,240,4,244,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 5,262,148,14,132,146,2,148,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 6,434,259,16,236,252,7,259,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 7,303,156,15,138,153,3,156,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 8,568,212,13,198,211,1,212,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 9,493,236,33,200,233,3,236,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 10,492,255,21,228,249,6,255,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 11,644,325,33,284,317,8,325,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 12,717,352,55,293,348,4,352,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 13,636,260,40,218,258,2,260,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 14,741,252,22,223,245,7,252,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 15,740,330,23,304,327,3,330,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 16,510,262,36,224,260,2,262,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 17,566,298,31,255,286,12,298,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 18,615,329,37,285,322,7,329,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 19,577,311,34,277,311,0,311,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 20,683,373,44,324,368,5,373,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 21,665,296,20,273,293,3,296,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 22,405,207,34,169,203,4,207,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 23,413,211,13,195,208,3,211,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 24,401,401,50,347,397,4,401,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 25,791,375,50,322,372,3,375,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 26,765,403,44,355,399,4,403,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 27,405,196,17,177,194,2,196,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 28,435,225,21,201,222,3,225,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 29,403,244,24,216,240,4,244,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 30,604,364,52,307,359,5,364,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 31,787,396,43,344,387,7,394,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 32,395,221,14,204,218,3,221,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 33,688,309,28,276,304,5,309,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 34,628,306,51,252,303,3,306,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 35,601,337,41,290,331,6,337,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 36,479,215,29,182,0,0,0,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 37,392,226,40,184,224,2,226,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 38,595,294,35,252,287,7,294,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 39,419,231,15,210,225,6,231,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 40,688,368,40,319,359,9,368,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 41,517,302,37,256,293,9,302,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 42,423,228,33,194,227,1,228,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 43,443,224,24,198,222,2,224,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 44,485,265,25,238,263,2,265,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 45,454,213,20,191,211,2,213,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 46,506,284,25,251,276,8,284,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 47,417,225,38,182,220,5,225,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 48,663,355,33,313,346,9,355,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 49,772,351,24,321,345,6,351,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 50,775,398,33,361,394,4,398,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 51,627,256,18,237,255,1,256,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 52,766,395,53,329,382,13,395,https://pilkada2015.kpu.go.id/surabayakota/sawahan/petemon
TPS 1,547,237,19,214,233,4,237,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 2,521,296,37,256,293,3,296,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 3,608,256,39,210,249,7,256,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 4,580,238,72,164,236,2,238,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 5,461,301,53,245,298,3,301,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 6,501,290,31,253,284,6,290,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 7,438,249,34,211,245,4,249,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 8,539,287,54,230,284,3,287,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 9,491,227,62,162,224,3,227,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 10,536,295,62,227,289,6,295,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 11,537,256,80,170,250,6,256,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 12,573,280,91,177,268,12,280,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 13,571,258,52,198,250,8,258,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 14,364,186,35,149,184,2,186,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 15,526,286,57,226,283,3,286,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 16,416,243,38,195,233,10,243,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 17,290,170,22,144,166,4,170,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 18,449,281,31,248,279,2,281,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 19,438,286,44,238,282,4,286,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 20,411,239,43,194,237,2,239,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 21,424,223,42,177,219,4,223,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 22,0,218,48,160,208,10,218,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 23,511,283,46,229,275,8,283,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 24,524,296,68,221,289,7,296,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
TPS 25,529,269,77,187,264,5,269,https://pilkada2015.kpu.go.id/surabayakota/sawahan/putat_jaya
